1,[(165.80490771714253, 176.8657591011265, 89.61784884799542)],[(147.36405482724533, 169.0888007293466, 63.94575155031127)]
2,[(167.96897961644436, 176.74631824194492, 89.45315730328966)],[(144.9834562174067, 172.96277072632856, 68.09200583950505)]
3,[(170.11910089967458, 171.63034335009027, 121.0855824521203)],[(146.08336655105862, 171.74067306425152, 63.987438317548616)]
4,[(174.45180344431904, 169.93740904746397, 134.6118392800639)],[(146.48070972605518, 170.58043886185249, 56.838817181660936)]
5,[(176.82361064091225, 168.72409896400154, 136.36236925906886)],[(146.72913893538086, 172.81007864979458, 59.94154732407878)]
6,[(177.71212506909788, 168.3855596945118, 154.2770318630337)],[(148.54479370694904, 169.12836051918842, 58.91712871884636)]
7,[(176.89045390794206, 171.98758599487493, 178.22873585992383)],[(149.1831202182883, 166.5390440057318, 56.411926970200206)]
8,[(176.35573328662824, 171.28102863406295, 165.51795280073978)],[(153.5859526869587, 164.05815957811458, 55.09668956884482)]
9,[(174.30363323736705, 168.4851501050105, 160.6546482315588)],[(155.22433691934432, 170.77415968893956, 66.40281132543122)]
10,[(175.83654972341918, 170.85871181881257, 173.6212089880282)],[(159.12070601190064, 168.37303370741898, 42.759507084101664)]
11,[(172.45073330830414, 170.48427148182586, 175.62885890388137)],[(162.51647154219137, 174.53045571057683, 35.101597256587745)]
12,[(169.52578580887675, 169.42303600216314, 176.12239699081275)],[(162.2447565113811, 174.37614782378088, 27.019889626047913)]
13,[(173.55299729307157, 166.72213633474846, 164.77814406483515)],[(177.0852400047739, 157.62706103416713, 35.17599402650093)]
14,[(163.38192212531308, 176.9186024185879, 160.14805498652444)],[(161.88961749099005, 174.311414739773, 40.29717549081852)]
15,[(163.2901425305196, 175.33223415563654, 168.341989315756)],[(163.39853438861343, 172.52966352373565, 23.11542770124956)]
16,[(163.29687256374163, 171.56934367703425, 162.6216776642868)],[(163.7932977651498, 171.89371824675746, 14.390713215394536)]
17,[(165.03057567635406, 172.68195552885246, 169.38218115137664)],[(160.52002614683818, 170.89722264982862, 9.779067913129047)]
18,[(164.53111407108514, 172.659481726845, 171.9051858966338)],[(157.34556946934094, 171.58586196485047, 11.290949335183686)]
19,[(163.36650215659233, 174.62670515302352, 173.62950345811774)],[(160.814026753337, 172.6762138677072, 14.200487583427998)]
20,[(165.90176794480084, 173.64318212408273, 170.65615624057662)],[(154.8651141289851, 173.63420668538527, 7.345767687001851)]
21,[(166.89162318274748, 173.509415225618, 172.68826135596845)],[(153.82481606683876, 174.16289830817522, 6.519268455059041)]
22,[(166.77156001553254, 175.1608283525676, 174.1504058512773)],[(158.01253290664084, 172.66163677422702, 15.541678628114758)]
23,[(171.23532586147292, 172.31220936411512, 163.16758875051795)],[(157.66517831256945, 172.23415663686558, 14.884239788730167)]
24,[(168.7413150376232, 172.78534095801257, 164.4668265366558)],[(154.6139199378167, 173.29950566788486, 6.701577233800306)]
25,[(168.36189559504288, 174.8104359044121, 168.97731546664244)],[(157.6093960085874, 172.62545779885164, 17.342509326210756)]
26,[(168.93731568759273, 172.5642315156442, 164.2649532135686)],[(157.908191503247, 172.28469742588737, 14.652022803487451)]
27,[(167.49599669865077, 173.22856279600467, 165.33976597033217)],[(155.90730263043028, 170.29949435287077, 9.051283153689642)]
28,[(169.74372602023394, 172.47856590258277, 165.65970363507677)],[(154.97770246250147, 173.5019711935751, 6.877803049335469)]
29,[(167.29360485814058, 173.56504037371624, 170.78792509274982)],[(156.32929595295926, 170.57811819248045, 8.783621958955734)]
30,[(168.3263825000567, 172.60978795393007, 168.4089163031059)],[(155.80974910031787, 171.02072882893805, 7.921800879701696)]
31,[(170.57728134971046, 170.68592360435713, 162.87131771571808)],[(153.95506362423714, 169.52456687664295, 9.10180881678022)]
32,[(168.45621215282523, 170.22079304227927, 163.59659381207635)],[(154.66145196320016, 169.37382867731014, 9.585427996379243)]
33,[(170.72926936827895, 169.17238372925442, 157.45109290846733)],[(154.26553733177306, 169.0501070010776, 9.95779370474452)]
34,[(168.14150662817173, 171.34874233578333, 160.1516447364581)],[(155.1805548117623, 169.51627727301033, 8.288113397047084)]
35,[(167.20057049152356, 175.43357754930727, 172.97606443284195)],[(156.85937650419007, 172.2208882374495, 7.797458493779911)]
36,[(166.33514424439966, 174.9063783555934, 170.78992090299005)],[(155.76032187290684, 170.65120575496596, 7.874997735100979)]
37,[(168.37694041254156, 174.01402288540362, 168.3169219675841)],[(159.00098869766384, 174.00690278523692, 6.072640204402516)]
38,[(169.05741807037975, 173.04257249261397, 164.7201188730919)],[(160.4912491850105, 173.82298582857547, 6.966502469896034)]
39,[(166.75565329904884, 174.92291563905377, 168.25699744285325)],[(161.48643332310635, 175.01476698658252, 5.153842015696748)]
40,[(166.77330818981187, 175.67477462832832, 173.21370884979072)],[(161.15502487864657, 174.3769850717596, 5.704144669649186)]
41,[(164.28328939152615, 176.62873294900157, 175.93597479791023)],[(161.85553304370114, 175.61358710715044, 5.859467208980685)]
42,[(165.2596574112299, 177.1955205519972, 175.8908789590489)],[(160.2624992615821, 176.5164433143104, 4.422748120076016)]
43,[(166.8858490744443, 176.51339154301442, 176.17052096413016)],[(153.65666376870664, 176.7891056014456, 3.5270007538438746)]
44,[(166.44997796558664, 176.4734847696522, 175.89690523369848)],[(154.4764738979086, 176.12273779529852, 4.245155974954335)]
45,[(168.39166622189006, 177.739048713239, 175.97723061862675)],[(151.10409057620714, 176.1927902048883, 3.658989323634456)]
46,[(169.9328205065797, 175.9155750791856, 171.78138928729996)],[(152.51873878616396, 175.1353077785752, 4.235300800640337)]
47,[(169.03730331530704, 175.5979642710671, 175.0831589565758)],[(151.74118662733616, 173.95215142640535, 5.011621419041669)]
48,[(168.87288338961153, 176.0558190674667, 174.86467721144965)],[(151.3572992066607, 172.68163583796962, 5.059427528087947)]
49,[(169.69387661897133, 176.15590844996854, 174.6696807711076)],[(150.90784699732836, 173.13263887770253, 6.402586725166319)]
50,[(170.83716697196274, 175.27554169653067, 171.62667296056685)],[(149.50718114005124, 169.9086183058263, 6.661880588322993)]
51,[(170.8999082680571, 173.7746199180383, 167.46794598677639)],[(149.08351116966588, 170.20486665858184, 7.062220772143128)]
52,[(167.93841834564122, 174.04914908146802, 170.34136021648175)],[(152.65427315783074, 172.2786590996937, 6.46920551487181)]
53,[(167.54304989756366, 174.4987181406027, 172.64575333080222)],[(152.80398681571663, 174.41386182245932, 5.680653217144466)]
54,[(167.38045556747235, 174.1289901558296, 173.25963370917503)],[(152.7299911212572, 172.79051028193336, 6.460994588567139)]
55,[(169.06100363151774, 173.43464688470164, 172.58834906294055)],[(151.78573632774425, 173.07308232201586, 6.853783231126862)]
56,[(166.86115008922786, 175.72557870553393, 173.5765263953401)],[(152.15193527415602, 174.87546779448772, 4.810203393322922)]
57,[(164.91850467619332, 176.54846184072696, 175.81104491253205)],[(162.2813270104814, 176.06367437513657, 7.174405487741216)]
58,[(166.0103745526829, 174.3023222450736, 173.5912187246103)],[(157.86662195155432, 167.63120941478329, 7.043973915855159)]
59,[(169.14633686042424, 171.5006158367908, 170.0847716797366)],[(163.0516052815557, 170.50036403126538, 10.24657427772139)]
60,[(167.33710432056586, 174.88013868124492, 172.8517542760091)],[(157.89416781426024, 168.07040630535263, 6.469993372761401)]
61,[(165.87706756695204, 175.3567103652617, 167.11191931502864)],[(160.9626163358189, 172.20845577588003, 11.778477611490583)]
