159.75869619714297,172.9623385486258,9.299814715264436,169.85202734174578,173.29625886556676,151.93469273590452
159.75869619714297,172.9623385486258,9.299814715264436,169.85202734174578,173.29625886556676,151.93469273590452
164.24875710699902,168.52867068244916,20.82303226903936,170.21219488608125,165.06575370848594,171.68956810258757
164.017431689831,169.0122788797637,22.904660044741323,170.09230849645346,165.6198985858349,170.3359297974219
156.99275413357623,173.94661073765783,44.69536181652647,167.7047808083061,155.05793957886374,136.51163778544284
156.79851488312076,173.26349695743855,45.76416095978422,167.58346813581485,155.48123996148013,137.50094010950681
149.07461357420743,169.31711409953476,56.54258529298148,172.16780027884693,143.44629067253038,126.52144507149639
148.88431187478065,168.94623312658143,56.892689267411534,172.15967473568557,143.61237222519273,126.8232998120128
144.04394029998062,154.89274405281603,68.6527855062638,167.62740509546074,128.96743488975275,131.94836494546968
143.9692125801924,154.7532106374111,68.72593344579445,167.55884836163614,129.0387922047097,132.07532493440297
152.94407306663538,153.28467478429815,84.12676705561631,160.14905052702164,115.89861727294097,137.44598421648078
147.75832298407965,149.29781084934385,77.78755260914961,117.681986712046,96.26324251686727,136.03859931804993
141.3103647449521,152.98706812484988,87.46253823776532,147.84140944572437,127.86108455354798,107.0346170270967
136.68460126221754,151.37010142873734,91.89243098252291,134.62102544451105,119.3149225127087,110.4732389311286
125.61165172710965,153.40109894647378,88.714400428141,129.0308203212016,119.78746214669137,110.50786321385826
135.53525927629548,148.4386819680834,91.0501461263458,143.45842330092026,120.83939549265844,107.78520592633458
130.63905220704316,133.99043862226307,99.48219618838225,142.73409135657576,128.7892952322337,104.70000545253339
131.46538580606585,140.2058727511272,98.62003912424628,143.86404968460036,126.0049931737725,107.25741508125599
141.41134744545124,146.85711471299626,103.15113352235468,145.97731656779843,135.28354618240203,102.98437143722684
147.10452947345027,159.37633514426406,110.76863748846611,123.05851292021464,162.87491012633237,113.62305348876579
150.04182261403056,164.36324220545342,109.46756465944961,129.09631750239168,169.13846600371184,112.2956793753241
159.89977967485817,160.21466725740362,108.83399174444854,151.92207699046338,133.57758160221718,111.01508179346665
156.73584688056462,156.41079695689066,106.06614511711895,152.53198762099194,131.3269819720699,117.51889285146895
150.52192380812255,156.41419471710842,106.41219476763892,141.22244115514866,128.81431623483357,115.97227848584578
139.90044264053762,140.27081145477,111.82353534738337,142.43236031496923,137.18958260223317,112.02190340221838
130.50256839127968,129.08725824703706,98.41338080017398,154.14925614094773,133.5502384726227,114.19564171215991
114.66302537200934,116.68143990786906,94.64606359773391,142.10072005580852,111.49228730950163,124.91108670242585
108.85812959179209,114.4301809783247,90.83848960237202,129.81471370357693,112.04559465529684,122.07018072858028
104.22471911651365,111.73364302500035,95.92792913178864,114.53138370063414,107.49939295793104,120.34695988096831
95.7524313744166,99.21557172720709,75.30216155537349,97.69027849165376,92.21988613077234,128.01754882322737
82.2340093220114,34.85760771585708,78.47560619499698,88.76950792481631,90.86178388275049,120.3631563216465
70.26561265327844,51.56612784260331,95.13633657861115,81.35594496161896,85.69662307379915,134.45916997257896
65.40332677013639,38.36455809980146,96.84217585477828,77.79067925040538,79.70804874398341,126.3194329546684
46.47309531227676,16.950059139874295,88.97500396642573,16.379802737148395,60.01920694280358,153.05005616740272
